capture_utc,http_status,bytes,sha256,consolidation_utc,last_modified,etag,elapsed_s,archived_path,erreur
2026-09-17T22:49:59.999839+00:00,200,8937071,f2958e87fdf01d4ae1ab351309211ffe6464eb2b78e69f3dd2072d56ca7d3b39,2026-09-17T22:50:00.579995Z,,,0.59,data/raw/dynamique/2026-09-17/224959.csv.gz,
2026-09-17T22:55:00.005558+00:00,200,8937126,b29f71febe53a5acb4ae54d4875a7b8142c51d504c5f3538ed8b446f8040e853,2026-09-17T22:55:00.523309Z,,,0.51,data/raw/dynamique/2026-09-17/225500.csv.gz,
2026-09-17T23:00:00.005498+00:00,200,8937018,66c5320aaa164641b2da5f46a0eb36e862ab1eebc62ca00ce3df9e84c2a82d87,2026-09-17T23:00:00.514526Z,,,0.59,data/raw/dynamique/2026-09-17/230000.csv.gz,
2026-09-17T23:05:00.004976+00:00,200,8937836,e37aacabb2801884aa61bb5ce0f54d8eb5395916a89aaa9560b2249d64587025,2026-09-17T23:05:00.504659Z,,,0.53,data/raw/dynamique/2026-09-17/230500.csv.gz,
2026-09-17T23:10:00.007901+00:00,200,8937293,247e8663784670348c9affde0c6f44b5efac095c7854308f120091e5f01217e1,2026-09-17T23:10:00.518353Z,,,0.54,data/raw/dynamique/2026-09-17/231000.csv.gz,
2026-09-17T23:15:00.007570+00:00,200,8937203,994fc883a41db89a40734ecebe0ede3486ccf4b2fd7a63e4b792270c754fda89,2026-09-17T23:15:00.543130Z,,,0.56,data/raw/dynamique/2026-09-17/231500.csv.gz,
2026-09-17T23:20:00.016672+00:00,200,8937220,e4dda7f23e504c5ac842547c5511dc1beebb0652e49c5606ae9524d86cf9d77b,2026-09-17T23:20:00.748386Z,,,0.76,data/raw/dynamique/2026-09-17/232000.csv.gz,
2026-09-17T23:25:00.001974+00:00,200,8937204,0eb25474ac10f5f3d0eca1b5779b3f5a4569f680ed8f9b1ed66e1711c79f8594,2026-09-17T23:25:00.510000Z,,,0.54,data/raw/dynamique/2026-09-17/232500.csv.gz,
2026-09-17T23:30:00.005842+00:00,200,8937136,fe71f837e3dd8a78a88b02e82dcc9bca14681ea74229b31746ad5794767beaa2,2026-09-17T23:30:00.522723Z,,,0.54,data/raw/dynamique/2026-09-17/233000.csv.gz,
2026-09-17T23:35:00.001922+00:00,200,8937114,d2b769beec73fb8f46472c2da6c881cfa70b60e1c7b787fd922247154b392146,2026-09-17T23:35:00.501123Z,,,0.54,data/raw/dynamique/2026-09-17/233500.csv.gz,
2026-09-17T23:40:00.000530+00:00,200,8937203,bae71fc46e4390b276e5a14fcd7d49a014757cbc3bf8036202419acc521ee2ad,2026-09-17T23:40:00.513595Z,,,0.53,data/raw/dynamique/2026-09-17/234000.csv.gz,
2026-09-17T23:45:00.000631+00:00,200,8937085,7b259dae09bd164b0f9d1b6b598c634a5fc8e1c9b809deabafd795329ca40811,2026-09-17T23:45:00.498843Z,,,0.54,data/raw/dynamique/2026-09-17/234500.csv.gz,
2026-09-17T23:50:00.009307+00:00,200,8937075,de26557e7dd2656c83fe192aa540dd2b84ac500266adb20d2137fdfcacec7114,2026-09-17T23:50:00.527006Z,,,0.57,data/raw/dynamique/2026-09-17/235000.csv.gz,
2026-09-17T23:55:00.000380+00:00,200,8937324,edcc0b1152747b183c54aad14a56ba99aaec3a0af5fbd4c5021968ca3d7cfd73,2026-09-17T23:55:00.511144Z,,,0.56,data/raw/dynamique/2026-09-17/235500.csv.gz,
2026-09-17T23:59:59.998797+00:00,200,8937350,b7be3bc584b716965b36e7de51aa19fee6e569c57a209e2725759f5bf86cfb95,2026-09-18T00:00:00.542464Z,,,0.57,data/raw/dynamique/2026-09-17/235959.csv.gz,
2026-09-18T00:05:00.001865+00:00,200,8938574,ab0422043a1d0ba2da73dc5d2ac5f29f19d66e35f6988c1cd624b14d56eb8956,2026-09-18T00:05:00.516172Z,,,0.54,data/raw/dynamique/2026-09-18/000500.csv.gz,
2026-09-18T00:10:00.005881+00:00,200,8937192,e90db0e996cceea8fb0a216aa31047748d4a246768c01357868c329b406984d6,2026-09-18T00:10:00.512680Z,,,0.54,data/raw/dynamique/2026-09-18/001000.csv.gz,
2026-09-18T00:15:00.045600+00:00,200,8937107,3b1ef444a9f9dfceedfa7be19fa914918df9fd0f7a1bdc93c622b47a90570820,2026-09-18T00:15:00.510542Z,,,0.54,data/raw/dynamique/2026-09-18/001500.csv.gz,
2026-09-18T00:20:00.009537+00:00,200,8937214,3fbce978388b80f8ead83765931cdc94a27a3e58edc93de43839a69146d672fd,2026-09-18T00:20:00.463725Z,,,0.51,data/raw/dynamique/2026-09-18/002000.csv.gz,
2026-09-18T00:25:00.007888+00:00,200,8937370,3e101d6b5bd42d9041e1bfa52df237cf3dc1329a5afd249e58d32577fd4606e9,2026-09-18T00:25:00.464171Z,,,0.52,data/raw/dynamique/2026-09-18/002500.csv.gz,
2026-09-18T00:30:00.004535+00:00,200,8937374,0ff21466e7187b31d90129d16ecd53222e42a4b2254404f90feb9e07bd161a33,2026-09-18T00:30:00.481108Z,,,0.54,data/raw/dynamique/2026-09-18/003000.csv.gz,
2026-09-18T00:35:00.002290+00:00,200,8937549,3ecbad912f75f346ab844aa33e4461f34f9cf93669c40d8296ca35b40c8bc7c3,2026-09-18T00:35:00.443270Z,,,0.52,data/raw/dynamique/2026-09-18/003500.csv.gz,
2026-09-18T00:40:00.008715+00:00,200,8937432,42bb8ad229bf32a685dcd9126b1b607a41d142d09ed23de05838041df750c49c,2026-09-18T00:40:00.452332Z,,,0.51,data/raw/dynamique/2026-09-18/004000.csv.gz,
2026-09-18T00:44:59.999027+00:00,200,8937390,237ad97952c39fb4cf6df54585b1bd14808b6fef1d9f879768895b0231f90a38,2026-09-18T00:45:00.477723Z,,,0.54,data/raw/dynamique/2026-09-18/004459.csv.gz,
2026-09-18T00:50:00.009229+00:00,200,8937302,46653042d2e099eea18406052c8782d1a8dba97f617467b414e40029cb37135f,2026-09-18T00:50:00.477081Z,,,0.56,data/raw/dynamique/2026-09-18/005000.csv.gz,
2026-09-18T00:55:00.005091+00:00,200,8937362,f7ddf167b0ed31eac63808de2a0807d95dac706d279ad93ec72ac8eb1f35268a,2026-09-18T00:55:00.466145Z,,,0.54,data/raw/dynamique/2026-09-18/005500.csv.gz,
2026-09-18T01:00:00.002132+00:00,200,8937361,8e05d411dab5a4eab0f655559ab6415b4f3f7c794d5eea4cd3c524559bbaf572,2026-09-18T01:00:00.478944Z,,,0.58,data/raw/dynamique/2026-09-18/010000.csv.gz,
2026-09-18T01:05:00.009301+00:00,200,8937835,fb47cfdbbb5c350bbe2047ab056e2038191eaaf8a3400de5998cabb9b056fa13,2026-09-18T01:05:00.482395Z,,,0.56,data/raw/dynamique/2026-09-18/010500.csv.gz,
2026-09-18T01:10:00.010567+00:00,200,8937667,6bbc4d2c189925129f07cb29ca3a8b910f822556bc47a989260aeb468cfdb1fa,2026-09-18T01:10:00.481433Z,,,0.54,data/raw/dynamique/2026-09-18/011000.csv.gz,
2026-09-18T01:15:00.005795+00:00,200,8937737,a653116f496eca78690e2537ed708d54a26c06b29928b98b23f51d2232ecc216,2026-09-18T01:15:00.476193Z,,,0.60,data/raw/dynamique/2026-09-18/011500.csv.gz,
2026-09-18T01:19:59.992810+00:00,200,8937603,ebf6a53d167f69b01f8005a9b90adc75df676ab5c986425cc0dd5458af8c26cc,2026-09-18T01:20:00.493606Z,,,0.59,data/raw/dynamique/2026-09-18/011959.csv.gz,
2026-09-18T01:25:00.006563+00:00,200,8937428,4e72bb024118c6fab9f795504bb68c2ff433e04023e4f3a266bea2fa3d57b2b8,2026-09-18T01:25:00.461352Z,,,0.52,data/raw/dynamique/2026-09-18/012500.csv.gz,
2026-09-18T01:30:00.005651+00:00,200,8937514,44ea200d649f1cfa6c4542432848ec3afadb47b7541c36495eb70f1a6166cdf5,2026-09-18T01:30:00.491744Z,,,0.55,data/raw/dynamique/2026-09-18/013000.csv.gz,
2026-09-18T01:35:00.000937+00:00,200,8937501,862c00515d57ea1231afc8dd1d18771358ddee2cd4ddd20bf5c01bd589481d57,2026-09-18T01:35:00.511046Z,,,0.59,data/raw/dynamique/2026-09-18/013500.csv.gz,
2026-09-18T01:40:00.004543+00:00,200,8937461,750654292798b9d86675d5c8104b2e5e83c088f531d6b230277193fa6521ff4c,2026-09-18T01:40:00.488361Z,,,0.55,data/raw/dynamique/2026-09-18/014000.csv.gz,
2026-09-18T01:45:00.008853+00:00,200,8937419,06302f36261d32d8ae335e324e8d5ae059e34eb1abc959e7b47e85a81ff2e680,2026-09-18T01:45:00.476401Z,,,0.63,data/raw/dynamique/2026-09-18/014500.csv.gz,
2026-09-18T01:50:00.009124+00:00,200,8937624,3b84566f79e57919f09142d8acb712e87b9f0b8e136f6fc63b6e832d091b5b9b,2026-09-18T01:50:00.475740Z,,,0.52,data/raw/dynamique/2026-09-18/015000.csv.gz,
2026-09-18T01:55:00.000151+00:00,200,8937570,1f0af205a983e56c0175730b784b67e1d5011ed8ac78b1c4edee327e38a51a17,2026-09-18T01:55:00.475359Z,,,0.55,data/raw/dynamique/2026-09-18/015500.csv.gz,
2026-09-18T02:00:00.003260+00:00,200,8937557,c4c06d13fb843d2e7d9283a86ac9271134930bd81b41fd700d2804066840bf17,2026-09-18T02:00:00.551399Z,,,0.62,data/raw/dynamique/2026-09-18/020000.csv.gz,
2026-09-18T02:05:00.008264+00:00,200,8937552,21eed0ac48d77a6dc17df5f8f102da0ac6489863ac3bb3d1b999a00b7f2dbdcd,2026-09-18T02:05:00.478673Z,,,0.54,data/raw/dynamique/2026-09-18/020500.csv.gz,
2026-09-18T02:10:00.004266+00:00,200,8937218,4b499dbe84c1f1a1d78a9662ba6c271176592ac73edad8fe11d21a449fc1e801,2026-09-18T02:10:00.479275Z,,,0.53,data/raw/dynamique/2026-09-18/021000.csv.gz,
2026-09-18T02:15:00.007463+00:00,200,8937312,e1115d286a8e301a2d8f25a3793ebce996ad425c77a6ff2c8af717ea8307fd07,2026-09-18T02:15:00.462821Z,,,0.52,data/raw/dynamique/2026-09-18/021500.csv.gz,
2026-09-18T02:20:00.009060+00:00,200,8937246,10b34d923382ff6c40ea864cf6debaa03ba8b17e334489110cff5931010d1d39,2026-09-18T02:20:00.480107Z,,,0.58,data/raw/dynamique/2026-09-18/022000.csv.gz,
2026-09-18T02:25:00.009071+00:00,200,8937275,c3d639ee64169838860102604eb3085997b35c98c550b4d97b801628f7a3980e,2026-09-18T02:25:00.486498Z,,,0.54,data/raw/dynamique/2026-09-18/022500.csv.gz,
2026-09-18T02:30:00.006891+00:00,200,8937396,56cbeb5c27aa13591973fa9d712e91ff2d062c63641ac08ff8bf451c7a593ed4,2026-09-18T02:30:00.482996Z,,,0.54,data/raw/dynamique/2026-09-18/023000.csv.gz,
2026-09-18T02:35:00.008606+00:00,200,8937581,2d953fa88316d37cd6b1f3f7efbd3ec01ea1dd8c6534b2ea00e55e00db960563,2026-09-18T02:35:00.479666Z,,,0.53,data/raw/dynamique/2026-09-18/023500.csv.gz,
2026-09-18T02:40:00.001876+00:00,200,8937587,4fb67aff577a610bce78cdd892625399107159c8196d9477a250308afe55c287,2026-09-18T02:40:00.492454Z,,,0.61,data/raw/dynamique/2026-09-18/024000.csv.gz,
2026-09-18T02:45:00.004165+00:00,200,8946232,d059b8c574ddf1e887812755dc32ae29816cd6c11939ce92a8a5aa53575ed4dd,2026-09-18T02:45:00.477790Z,,,0.53,data/raw/dynamique/2026-09-18/024500.csv.gz,
2026-09-18T02:50:00.004275+00:00,200,8943047,95085eb84964d1d357ad18ee82991282a89c11ed66ba2d942b10d1a192cc7cba,2026-09-18T02:50:00.495246Z,,,0.56,data/raw/dynamique/2026-09-18/025000.csv.gz,
2026-09-18T02:55:00.001783+00:00,200,8942525,bed272c009e162bcd800dc951869c30b38806efbd2d8c88848fbab81fb9ac631,2026-09-18T02:55:00.460838Z,,,0.52,data/raw/dynamique/2026-09-18/025500.csv.gz,
2026-09-18T03:00:00.005262+00:00,200,8942424,3ff94417fd1ffc88e66d51b85d9590ae3c0a5e78da9e7394fa36af011ecfb21a,2026-09-18T03:00:00.546444Z,,,0.67,data/raw/dynamique/2026-09-18/030000.csv.gz,
2026-09-18T03:05:00.003532+00:00,200,8942778,a9711adfcb13672cfe2cb4fcb2e4057e362549151587a78440b575a670079999,2026-09-18T03:05:00.463895Z,,,0.53,data/raw/dynamique/2026-09-18/030500.csv.gz,
2026-09-18T03:10:00.002665+00:00,200,8942503,3bd01a925c74ad370a1396a5f15a63be60bef16f50c27c152d189bf77c157dfb,2026-09-18T03:10:00.491291Z,,,0.56,data/raw/dynamique/2026-09-18/031000.csv.gz,
2026-09-18T03:15:00.001799+00:00,200,8942486,f3911a1d45e1ea02e051a77ad9ecedb485838e0ca64a3dc389e79e459a35ee5a,2026-09-18T03:15:00.460169Z,,,0.51,data/raw/dynamique/2026-09-18/031500.csv.gz,
2026-09-18T03:20:00.008737+00:00,200,8942507,341780043c94b42ef76ad4c77ae16a956ce654b6466752bbf409eb99ef85654b,2026-09-18T03:20:00.481713Z,,,0.54,data/raw/dynamique/2026-09-18/032000.csv.gz,
2026-09-18T03:25:00.000439+00:00,200,8942447,834760af349e1f99d3a9b2f0da1a6e42196057a3f39b5128391f9cbf2302b088,2026-09-18T03:25:00.473797Z,,,0.54,data/raw/dynamique/2026-09-18/032500.csv.gz,
2026-09-18T03:30:00.008834+00:00,200,8942395,1c42345cbf33b7530ddcee20fc97234574d466073b5bc19225d03b3f8d30892d,2026-09-18T03:30:00.473466Z,,,0.52,data/raw/dynamique/2026-09-18/033000.csv.gz,
2026-09-18T03:35:00.001962+00:00,200,8942363,0f0756a9163d34eb5138d2d85e7d00b2ae331fd18154852255af1bb283bbdd44,2026-09-18T03:35:00.471485Z,,,0.53,data/raw/dynamique/2026-09-18/033500.csv.gz,
2026-09-18T03:40:00.001879+00:00,200,8942305,bd8623a718629215bd2a0b206628d6a36ebb0a949e904d5f2848770192e7c21b,2026-09-18T03:40:00.489683Z,,,0.55,data/raw/dynamique/2026-09-18/034000.csv.gz,
2026-09-18T03:45:00.005978+00:00,200,8942381,6675935913b2240f2b819ffcf39d541d24d91425ab7b86427653e3aaf9e7c35e,2026-09-18T03:45:00.487634Z,,,0.54,data/raw/dynamique/2026-09-18/034500.csv.gz,
2026-09-18T03:50:00.009028+00:00,200,8942513,115e6db079349d0b411d080cfb067082a321ebb67bd6e51c8a523357503986ba,2026-09-18T03:50:00.554095Z,,,0.61,data/raw/dynamique/2026-09-18/035000.csv.gz,
2026-09-18T03:55:00.005735+00:00,200,8942264,1dab62c13435c6397045387aabc6cd9cc5402936b6d04acf54f7f87abdee2c8c,2026-09-18T03:55:00.476932Z,,,0.53,data/raw/dynamique/2026-09-18/035500.csv.gz,
2026-09-18T04:00:00.008912+00:00,200,8942266,8b5ae805ec41fd00f5a415f94c20d3b3e03997218007a191eeefef40b7f648f8,2026-09-18T04:00:00.523023Z,,,0.58,data/raw/dynamique/2026-09-18/040000.csv.gz,
2026-09-18T04:05:00.002855+00:00,200,8942277,1e6b2bb35e842554909c79d6524754558a5be95007d0d4c6bc4fd38613e41fbc,2026-09-18T04:05:00.469901Z,,,0.53,data/raw/dynamique/2026-09-18/040500.csv.gz,
2026-09-18T04:10:00.009437+00:00,200,8942167,79144d137a94e27cad5304f629f1f0f9fc87d22e1b4fd0774dc4ddcab10a0f41,2026-09-18T04:10:00.502692Z,,,0.56,data/raw/dynamique/2026-09-18/041000.csv.gz,
2026-09-18T04:15:00.000799+00:00,200,8942111,415687b4528f6bf4963ade051bd753e3631f336c46c9bde9b12a50518c8b8b14,2026-09-18T04:15:00.461221Z,,,0.52,data/raw/dynamique/2026-09-18/041500.csv.gz,
2026-09-18T04:20:00.002158+00:00,200,8942335,f9201255f08764b9fc899e95930cb3f12e63793002081f7691d649bf0a1c882f,2026-09-18T04:20:00.474720Z,,,0.53,data/raw/dynamique/2026-09-18/042000.csv.gz,
2026-09-18T04:25:00.006372+00:00,200,8942416,75feef50b5ab4862b0960f7fd15c89ccae2c24aab18282c542446f85d7ac224a,2026-09-18T04:25:00.473504Z,,,0.53,data/raw/dynamique/2026-09-18/042500.csv.gz,
2026-09-18T04:30:00.008602+00:00,200,8942525,a66fe367e203d5cc850631de870feeab64a5419ce194f81ec2e8a312aba4f7ca,2026-09-18T04:30:00.504964Z,,,0.56,data/raw/dynamique/2026-09-18/043000.csv.gz,
2026-09-18T04:35:00.004465+00:00,200,8942584,fd049151f5fdbe25d86631b2227fa0bf584ce19f2c13f3743313bd157eac8cd6,2026-09-18T04:35:00.483183Z,,,0.55,data/raw/dynamique/2026-09-18/043500.csv.gz,
2026-09-18T04:40:00.008258+00:00,200,8942540,dea7e80f337d6ec616a4e0b58d76ee4af7b87567e2edb748477bc50377d84b92,2026-09-18T04:40:00.494097Z,,,0.54,data/raw/dynamique/2026-09-18/044000.csv.gz,
2026-09-18T04:45:00.007344+00:00,200,8942628,c82f2e8c815ce0437b770db345e624b5d97f03c90a57873661de6c67e29d46cd,2026-09-18T04:45:00.539132Z,,,0.59,data/raw/dynamique/2026-09-18/044500.csv.gz,
2026-09-18T04:50:00.009024+00:00,200,8942620,3760b2e0cb4104a3765cb02102dc1d874a14cc8e287194cf00047b572290be02,2026-09-18T04:50:00.506909Z,,,0.57,data/raw/dynamique/2026-09-18/045000.csv.gz,
2026-09-18T04:55:00.001170+00:00,200,8942619,2a13c0ddf0fbaf6856ef22a43a176b49f573fb292aeba4fbd294b980e6e49b8a,2026-09-18T04:55:00.471218Z,,,0.53,data/raw/dynamique/2026-09-18/045500.csv.gz,
2026-09-18T05:00:00.001911+00:00,200,8942710,544634de628a37a53328bafcc8e613c6c6d89b07912a198dfab2cf0d2b6ef7c6,2026-09-18T05:00:00.534802Z,,,0.60,data/raw/dynamique/2026-09-18/050000.csv.gz,
2026-09-18T05:05:00.001833+00:00,200,8942926,1a11ea4fbf365f82f3ef4e6908f4de58fc596b07aa684eeef7a4c9bb9fd55974,2026-09-18T05:05:00.450462Z,,,0.53,data/raw/dynamique/2026-09-18/050500.csv.gz,
2026-09-18T05:10:00.009261+00:00,200,8942999,e05c27370eaa7b78af19d52c8e06c01e43376b9c1af778e040f0c54fbd9762b9,2026-09-18T05:10:00.489518Z,,,0.54,data/raw/dynamique/2026-09-18/051000.csv.gz,
2026-09-18T05:15:00.002116+00:00,200,8943083,b2350bd0a7682bd2901917a0747d1878b462a623950c9b3d72e97f65338c59b4,2026-09-18T05:15:00.501986Z,,,0.58,data/raw/dynamique/2026-09-18/051500.csv.gz,
2026-09-18T05:20:00.190535+00:00,200,8943047,d237e2920c4331ad9e845384a3b4b12ea4130db4a7e4cdefa3887528a6ab9fa5,2026-09-18T05:20:00.462743Z,,,0.53,data/raw/dynamique/2026-09-18/052000.csv.gz,
2026-09-18T05:25:00.011498+00:00,200,8943040,2f9b1715f5cbc88582cf635bcbb8a86cd38f596ac7eb98b6e2228a6712911dc7,2026-09-18T05:25:00.279586Z,,,0.54,data/raw/dynamique/2026-09-18/052500.csv.gz,
2026-09-18T05:30:00.011810+00:00,200,8943242,1c59151a447258f23f1c56e4593de90b75782687e2f8b52c765da352b262a1fd,2026-09-18T05:30:00.346985Z,,,0.61,data/raw/dynamique/2026-09-18/053000.csv.gz,
2026-09-18T05:35:00.011017+00:00,200,8943393,bfbd88b0bed0d2c0fc6d57c6361ad54b01068bc7f090c0a8394387d3205e39f0,2026-09-18T05:35:00.269045Z,,,0.54,data/raw/dynamique/2026-09-18/053500.csv.gz,
2026-09-18T05:40:00.017447+00:00,200,8943371,4d77a98860108ccdee57d761e823c85b04f6781030ee0d1ea69fb1eebddec915,2026-09-18T05:40:00.304230Z,,,0.58,data/raw/dynamique/2026-09-18/054000.csv.gz,
2026-09-18T05:45:00.018870+00:00,200,8943516,3c9c57bf90eada57d53f33aa65e965257d37414c6fbf7bc4f5adfec615a81f29,2026-09-18T05:45:00.345128Z,,,0.62,data/raw/dynamique/2026-09-18/054500.csv.gz,
2026-09-18T05:50:00.019033+00:00,200,8943483,df7baf251a82aca89e545f0fad7dd9b1e4e79c2a5b81ede1805ba9e14955dce4,2026-09-18T05:50:00.320895Z,,,0.61,data/raw/dynamique/2026-09-18/055000.csv.gz,
2026-09-18T05:54:59.762267+00:00,200,8943515,e0c7a2cc8e718ae719e409111ec95e730995f7955373ceb78f79dee2ea9d43b5,2026-09-18T05:55:00.308925Z,,,0.61,data/raw/dynamique/2026-09-18/055459.csv.gz,
2026-09-18T05:59:59.992144+00:00,200,8943759,f25005279b5cdbcefafebba7cbe511545248767b21efbd35aebd17c4e35f54de,2026-09-18T06:00:00.526909Z,,,0.81,data/raw/dynamique/2026-09-18/055959.csv.gz,
2026-09-18T06:04:59.989503+00:00,200,8944038,4f046320ad79875c5ad0cb3491bc9b1bf0ee7a8709328c292d8653b154a05b10,2026-09-18T06:05:00.494871Z,,,0.53,data/raw/dynamique/2026-09-18/060459.csv.gz,
2026-09-18T06:09:59.987185+00:00,200,8944109,9f001cacce4b6a39b2713ad5bdc877d588431faa0e258fee0e3de9ceda732f6b,2026-09-18T06:10:00.507744Z,,,0.53,data/raw/dynamique/2026-09-18/060959.csv.gz,
2026-09-18T06:15:00.256060+00:00,200,8945104,37ed3108f82a759fc7e53dce52be52c035179f5d25b3a83b1a4d8eada34b4320,2026-09-18T06:15:00.534040Z,,,0.54,data/raw/dynamique/2026-09-18/061500.csv.gz,
2026-09-18T06:20:00.018694+00:00,200,8945508,3707d2251262c097c76770e95aa7143725884aa78f8d15294e01a44a8dc33368,2026-09-18T06:20:00.318795Z,,,0.58,data/raw/dynamique/2026-09-18/062000.csv.gz,
2026-09-18T06:25:00.010325+00:00,200,8945574,fe8cc13ddca9985454ec27df80e1eb333df41757dcf2e633fbdc8f027c0619b1,2026-09-18T06:25:00.335255Z,,,0.60,data/raw/dynamique/2026-09-18/062500.csv.gz,
2026-09-18T06:30:00.010828+00:00,200,8945744,629f5d2583e3a89860462786b81f293a78f73e7f5abc999aec3c5255e6fba867,2026-09-18T06:30:00.333853Z,,,0.63,data/raw/dynamique/2026-09-18/063000.csv.gz,
2026-09-18T06:35:00.017128+00:00,200,8945701,a2ee08c42c00e5a5c32d1a8a980e9e8db29ae4d21ce5bef445a94951ea28d4e1,2026-09-18T06:35:00.299446Z,,,0.58,data/raw/dynamique/2026-09-18/063500.csv.gz,
2026-09-18T06:40:00.019056+00:00,200,8945832,33af348a21498978169e910aa6518173e14856171291a5293d4fe99daf3b3827,2026-09-18T06:40:00.331696Z,,,0.62,data/raw/dynamique/2026-09-18/064000.csv.gz,
2026-09-18T06:44:59.649519+00:00,200,8946057,07f5b508b9f3eeb54b03843c3fe91682ac53c1a5123ab5579d3767260506f378,2026-09-18T06:45:00.309250Z,,,0.60,data/raw/dynamique/2026-09-18/064459.csv.gz,
2026-09-18T06:50:00.016638+00:00,200,8946292,7f919dfbc0b32585ced291e78e7dcd9b75a6fdfe5a89212e4e355d010b59812b,2026-09-18T06:50:00.579527Z,,,0.50,data/raw/dynamique/2026-09-18/065000.csv.gz,
2026-09-18T06:55:00.019385+00:00,200,8946422,1d6d9e02869411e6501027d268d1bf181eb9efd69a78fd69907dbbdff7354348,2026-09-18T06:55:00.587857Z,,,0.53,data/raw/dynamique/2026-09-18/065500.csv.gz,
2026-09-18T07:00:00.019079+00:00,200,8946619,54ecde1d411746c39f919b2757226896ff6856e9ddb2ae89c24f7fb614d3ebbc,2026-09-18T07:00:00.574937Z,,,0.53,data/raw/dynamique/2026-09-18/070000.csv.gz,
2026-09-18T07:05:00.020596+00:00,200,8946928,9985aef073455e9b6aa87f749f05e075c5b2369a79652c45a61e97deca29da0d,2026-09-18T07:05:00.558510Z,,,0.53,data/raw/dynamique/2026-09-18/070500.csv.gz,
2026-09-18T07:10:00.009463+00:00,200,8947015,685ee205392af6d5ddebc64da9fa0eea42cedf157b69e4849306b75bc4981a03,2026-09-18T07:10:00.532649Z,,,0.53,data/raw/dynamique/2026-09-18/071000.csv.gz,
2026-09-18T07:15:00.013558+00:00,200,8947105,dc69084bcb6678428dfe25fb313552f0ba5211e91283ac8b6807a36eeac7cfed,2026-09-18T07:15:00.526379Z,,,0.54,data/raw/dynamique/2026-09-18/071500.csv.gz,
2026-09-18T07:20:00.029502+00:00,200,8947242,0043b0af7e69d2611826a66d8f3d5c1754de837335029f029c442c9b184d86ee,2026-09-18T07:20:00.532681Z,,,0.55,data/raw/dynamique/2026-09-18/072000.csv.gz,
2026-09-18T07:25:00.015896+00:00,200,8947309,be1a30c9c172b78b76ae3fe7005fd09737d8c3cb8c3e81e45e34e5806889ccb1,2026-09-18T07:25:00.476670Z,,,0.55,data/raw/dynamique/2026-09-18/072500.csv.gz,
2026-09-18T07:30:00.014125+00:00,200,8947214,b267a084d7b4020eb623b17ed008390edc9298a57010bd26b8f3980b104a336a,2026-09-18T07:30:00.571944Z,,,0.60,data/raw/dynamique/2026-09-18/073000.csv.gz,
2026-09-18T07:35:00.190976+00:00,200,8947183,4732cf8afa5c80215af86eea2e78f5c4b0977fb895fb7daf2e56ea0d723cb6fe,2026-09-18T07:35:00.524007Z,,,0.60,data/raw/dynamique/2026-09-18/073500.csv.gz,
2026-09-18T07:40:00.014169+00:00,200,8947271,181211be0ed59403c9e9089dc87f8d2463b3ce0e46dac0a294fc564e02cb3e54,2026-09-18T07:40:00.367253Z,,,0.64,data/raw/dynamique/2026-09-18/074000.csv.gz,
2026-09-18T07:45:00.011489+00:00,200,8947224,91787ba1b5df5e87743a51523e849fb432a9838c467071abb9da8ff1038ef566,2026-09-18T07:45:00.456994Z,,,0.80,data/raw/dynamique/2026-09-18/074500.csv.gz,
2026-09-18T07:50:00.018270+00:00,200,8947276,c7ace524210bde0e0e41a854edec384fd5db032cb7d995144222948231b7e49f,2026-09-18T07:50:00.343437Z,,,0.68,data/raw/dynamique/2026-09-18/075000.csv.gz,
2026-09-18T07:54:59.967532+00:00,200,8947238,aa1d5dd279c42c0d6d3f410b377050453441ca2fd23ff9a9c4e510003a796024,2026-09-18T07:55:00.298619Z,,,0.88,data/raw/dynamique/2026-09-18/075459.csv.gz,
2026-09-18T08:00:00.004207+00:00,200,8947316,5e6a8bb332caab90b8e8f0a9705aeec3807369119d5b5998f3747fe3850c00ac,2026-09-18T08:00:00.498145Z,,,0.74,data/raw/dynamique/2026-09-18/080000.csv.gz,
2026-09-18T08:05:00.005709+00:00,200,8947313,1b185fc352519bc8045308684eb6f75ffca6eb6986ea6d89ac7fac47a531f0e7,2026-09-18T08:05:00.419525Z,,,0.64,data/raw/dynamique/2026-09-18/080500.csv.gz,
2026-09-18T08:09:59.973370+00:00,200,8947327,24f776dc71f2cf2ac84d51adfc6443aa235d0dceb644c1eb047f2374e95457b7,2026-09-18T08:10:00.425374Z,,,0.75,data/raw/dynamique/2026-09-18/080959.csv.gz,
2026-09-18T08:14:59.998997+00:00,200,8947078,61d630d1f98ae506e4078701435dd8fa37fd42e24604e388c76d700a3c204909,2026-09-18T08:15:00.388584Z,,,0.66,data/raw/dynamique/2026-09-18/081459.csv.gz,
2026-09-18T08:20:00.001682+00:00,200,8947123,2e5abe1a3a13078e04794f0e51cba1255143d05c01b9ff635670cfa4f43bc32b,2026-09-18T08:20:00.423322Z,,,0.66,data/raw/dynamique/2026-09-18/082000.csv.gz,
2026-09-18T08:25:00.066349+00:00,200,8946921,1ca55e4f79618a7eccecdc89079b11d6f69b1fb3b8679197b9d20b42705b7f89,2026-09-18T08:25:00.451634Z,,,0.67,data/raw/dynamique/2026-09-18/082500.csv.gz,
